Rainfall,Humidity3pm,Pressure9am,RainToday,RainTomorrow
2.6,64,1013.7,Yes,No
0.2,66,1015.3,No,No
0.4,66,1020.6,No,No
0.4,52,1025.9,No,No
0,64,1021.9,No,No
0,66,1007.8,No,No
0,63,1010.4,No,Yes
2.2,73,1017.5,Yes,No
0.2,53,1022.3,No,No
0,61,1022.3,No,No
0,62,1021.7,No,No
0,66,1019,No,No
0,55,1017.9,No,No
0,59,1013.9,No,No
0,70,1012.9,No,No
0,69,1014.7,No,No
0,74,1005.6,No,No
0,63,1014.3,No,No
0,93,1018.3,No,Yes
16.6,54,1024,Yes,Yes
1.2,51,1024.6,Yes,No
0.2,57,1020.6,No,No
0,58,1017.2,No,No
0,75,1009.3,No,No
0,59,1015,No,No
0,60,1011.8,No,No
0,57,1012,No,No
0,59,1018.5,No,No
0,58,1014.6,No,No
0,62,1010.5,No,No
0,49,1003.8,No,No
0.6,50,1009.8,No,No
0,85,1013.4,No,No
0.2,49,1023,No,No
0,55,1019.4,No,No
0,55,1021.6,No,No
0,61,1013.9,No,No
0,61,1012.3,No,No
0,62,1017.6,No,No
0,54,1017.9,No,No
0,60,1020.5,No,No
0,44,1021.5,No,No
0,31,1009.4,No,No
0,51,1011.3,No,No
0,60,1013.2,No,No
0,49,1007,No,Yes
11,51,1011.2,Yes,No
0,51,1017,No,No
0,63,1015.6,No,No
0,58,1017.2,No,No
0,59,1017.1,No,No
0,58,1014.7,No,No
0,59,1011.5,No,No
0,89,1013.1,No,Yes
1.6,54,1019.5,Yes,No
0,57,1013.1,No,No
0,66,1012.8,No,No
0,71,1011.1,No,No
0,54,1021.5,No,No
0,54,1017.5,No,No
0,72,1011.5,No,No
0,55,1008.7,No,Yes
3.4,59,1009.9,Yes,No
0,44,1017.2,No,No
0,53,1021,No,No
0,48,1014.7,No,No
0,NA,1013.4,No,Yes
7,96,1017,Yes,Yes
4.6,64,1016,Yes,No
0,60,1017.5,No,No
0,54,1018.6,No,No
0,63,1009.9,No,No
0,60,1015.3,No,No
0,72,1013.2,No,No
0,61,1015.5,No,No
0,61,1012.3,No,No
0,59,1010.5,No,No
0,59,1011.6,No,No
0,54,1020.3,No,No
0,59,1022.3,No,No
0,52,1019.6,No,No
0,61,1022.2,No,No
0,54,1024.2,No,No
0,44,1021.9,No,No
0,61,1017.8,No,No
0,66,1019.7,No,No
0,51,1024.3,No,No
0,53,1025,No,No
0,50,1020.8,No,No
0,41,1020.1,No,No
0,38,1016.1,No,No
0,70,1017.3,No,No
0,66,1018.2,No,No
0,57,1024.7,No,No
0,51,1026.4,No,No
0,54,1022.4,No,No
0,54,1014.3,No,No
0,68,1013.3,No,Yes
1.4,48,1017.1,Yes,Yes
1.2,54,1020.8,Yes,No
0,57,1026.4,No,No
0,62,1022.2,No,No
0,65,1014.8,No,Yes
1.4,49,1018,Yes,No
0,56,1019.7,No,No
0,60,1019.1,No,No
0.6,66,1018.9,No,Yes
4.2,71,1022.9,Yes,No
0.6,63,1024.2,No,Yes
1.8,74,1027.4,Yes,No
0,53,1023.3,No,No
0,72,1022.4,No,No
0,51,1024.3,No,No
0,58,1018.4,No,No
0,79,1019.2,No,Yes
2.2,74,1018.7,Yes,No
0.2,58,1020,No,No
0,63,1019.5,No,No
0.2,60,1004.8,No,Yes
8.6,74,1009.2,Yes,Yes
3.4,84,1012.7,Yes,Yes
5,59,1018.7,Yes,No
0,69,1023.9,No,No
0.2,59,1025.2,No,No
0.2,58,1019.3,No,Yes
1.2,62,1013.2,Yes,No
0,64,1011.4,No,No
0.4,57,1016.5,No,No
0,60,1018.3,No,No
0,45,1013.1,No,No
0,35,1016.5,No,No
0,61,1017.3,No,No
0,78,1016.5,No,No
0,74,1022.8,No,No
0,69,1020,No,No
0,63,1018.2,No,Yes
2.4,57,1022.5,Yes,No
0.8,75,1020.4,No,No
0.8,70,1023.4,No,No
0.2,66,1019.5,No,Yes
5.8,73,1016.2,Yes,No
0.2,49,1019.5,No,No
0,55,1020.9,No,No
0,62,1017.9,No,No
0.4,67,1013.8,No,No
0,67,1013.4,No,No
0,51,1014.6,No,No
0,85,1001.6,No,Yes
28.2,50,1014.7,Yes,Yes
2.8,64,1023.9,Yes,No
0,69,1023.5,No,Yes
4,57,1028.8,Yes,No
0,61,1030.5,No,Yes
1.2,76,1025.6,Yes,No
0,83,1020.1,No,Yes
1.4,82,1016.3,Yes,No
0.8,77,1014.1,No,No
0.6,72,1005.2,No,Yes
7,78,999.3,Yes,Yes
20,61,1009.7,Yes,No
0.4,66,1016.4,No,Yes
1.2,58,1017.6,Yes,Yes
1.6,56,1012.7,Yes,Yes
2.2,57,1018.9,Yes,Yes
1.2,68,1014.7,Yes,Yes
9.2,78,1014,Yes,Yes
4.4,71,1013.9,Yes,No
0.4,62,1017.2,No,No
0,96,1013.6,No,Yes
12.8,69,1017.1,Yes,Yes
2,86,1015.4,Yes,Yes
2.8,70,1013.7,Yes,No
0,78,1011.2,No,Yes
11.6,80,1004.7,Yes,Yes
7,63,1001.2,Yes,Yes
24,92,1008.6,Yes,Yes
6.6,81,1013.9,Yes,No
0.8,86,1011.3,No,Yes
2.2,67,1019.4,Yes,Yes
4,71,1024.7,Yes,No
0,76,1026,No,No
0,67,1021.6,No,No
0.6,86,1014.1,No,No
1,91,1017.5,No,Yes
3,75,1022.4,Yes,No
0,57,1024.3,No,No
0,67,1026.7,No,No
0,48,1026.9,No,No
0,60,1022.9,No,No
0,59,1016.9,No,No
0,88,1012.6,No,Yes
16.8,73,1013.8,Yes,Yes
15.4,74,1025.3,Yes,Yes
4.8,65,1030.4,Yes,No
0.6,63,1031.6,No,No
0,69,1030.9,No,No
0,63,1028.4,No,No
0,49,1021.3,No,No
0,84,1006.1,No,Yes
10.4,60,1006.7,Yes,Yes
10.8,96,1016.4,Yes,Yes
14.8,59,1017.8,Yes,No
0,94,1004.8,No,Yes
19.2,64,1020.9,Yes,No
0.4,78,1030.9,No,Yes
1.2,74,1028.3,Yes,No
0,71,1022.6,No,Yes
5.8,81,1011.4,Yes,Yes
8.2,67,1025.4,Yes,No
0,71,1029.7,No,No
0.2,66,1027.4,No,No
0,59,1020.8,No,No
0.8,70,1019.5,No,Yes
19.4,88,1008,Yes,Yes
5,67,1022.7,Yes,No
0,87,1015.2,No,Yes
2.8,70,1019.3,Yes,Yes
21.6,82,1006.6,Yes,Yes
17,80,999.8,Yes,Yes
10,63,1010.9,Yes,No
1,64,1023.9,No,Yes
2.2,65,1022,Yes,Yes
26.2,77,1025.1,Yes,No
0.8,73,1026.7,No,No
0,52,1021,No,Yes
15.4,89,1006.7,Yes,Yes
5.8,64,1015.1,Yes,Yes
1.2,68,1023.8,Yes,No
NA,56,1025.9,NA,No
0,58,1016.7,No,No
0.2,83,1013.8,No,Yes
1.6,64,1014,Yes,Yes
NA,74,1019.7,NA,Yes
5.4,59,1019.2,Yes,No
0,68,1015.3,No,Yes
17.6,71,1009.7,Yes,Yes
12.8,60,1015.8,Yes,Yes
4.8,76,1017.2,Yes,No
0.4,79,1019.7,No,No
1,79,1016.7,No,Yes
1.2,60,1026.5,Yes,No
0,54,1028.6,No,Yes
2.2,56,1024.6,Yes,No
0,65,1033.2,No,No
0.2,45,1033,No,No
0,34,1028.2,No,No
0,32,1023.6,No,Yes
2,80,1020.4,Yes,No
0.6,67,1024.2,No,Yes
3.6,79,1030.9,Yes,No
0,73,1031.9,No,No
0.2,57,1031.1,No,No
0,48,1033.7,No,No
0,47,1028.5,No,No
0,86,1025.2,No,Yes
5.6,67,1030,Yes,No
0,58,1023.8,No,No
0,57,1017.1,No,Yes
2.8,74,1010.4,Yes,No
0.6,72,1015.2,No,No
0,60,1013.9,No,Yes
2,89,1006,Yes,Yes
8.6,47,1019.2,Yes,No
0,65,1022.6,No,No
0,60,1019,No,No
0,94,1017.9,No,Yes
14.8,51,1022.4,Yes,No
0.2,62,1020.7,No,No
0.2,91,1012.3,No,Yes
42,87,1009.7,Yes,Yes
7.8,66,1014.6,Yes,Yes
1.2,63,1018.7,Yes,No
0,42,1024.4,No,No
0,69,1016.9,No,No
0.4,69,1023,No,No
0,52,1023,No,No
0,53,1013.8,No,No
0.2,96,997.6,No,Yes
18,82,1005.8,Yes,Yes
18.4,93,1001.3,Yes,Yes
20.2,65,1013.4,Yes,No
0.2,67,1018.2,No,No
0,73,1022.9,No,No
0,64,1020.8,No,No
0.6,63,1022.1,No,No
0,89,1021.2,No,No
0,58,1025.8,No,No
NA,74,1019.1,NA,No
0.2,64,1017.7,No,Yes
1.2,69,1022,Yes,No
0,39,1014.9,No,No
0,99,1.00E+03,No,Yes
30.2,60,1021.2,Yes,No
0,69,1025,No,Yes
2,81,1023.4,Yes,No
0.4,78,1018.7,No,No
0,52,1012.6,No,Yes
8.4,77,1000.6,Yes,Yes
12,70,1011.5,Yes,Yes
NA,66,1023.5,NA,No
0,66,1023,No,No
1,53,1012.5,No,No
0,74,1016.1,No,Yes
2.2,61,1015.9,Yes,Yes
4.4,74,1003.9,Yes,Yes
9,69,1021.3,Yes,No
0,57,1018.5,No,No
0,61,1015.1,No,Yes
3.8,59,1020.9,Yes,No
NA,75,1017.5,NA,Yes
3,62,1025,Yes,No
0,60,1027,No,No
0,69,1022.9,No,No
0,71,1021,No,No
0,72,1008.1,No,Yes
NA,69,1016.9,NA,Yes
6.8,83,1020.8,Yes,Yes
19.2,89,1015.2,Yes,Yes
1.6,59,1022.9,Yes,No
0.2,57,1018.8,No,Yes
11.6,81,1010.8,Yes,No
0.6,75,1018,No,No
0,70,1013.8,No,Yes
5,59,1020.2,Yes,No
0.2,67,1023.9,No,No
0,69,1019.4,No,No
0,70,1017,No,No
0,67,1012.9,No,Yes
NA,40,1019.1,NA,No
0,69,1010.2,No,Yes
2.8,66,1019.1,Yes,No
0,64,1024,No,No
0,62,1019.1,No,No
0,50,1006.5,No,Yes
12.4,55,1010.3,Yes,No
0.2,58,1021.7,No,No
0,68,1021.8,No,No
NA,62,1015.3,NA,No
0,84,1018.3,No,Yes
7,66,1023.6,Yes,Yes
2.2,63,1028.5,Yes,No
0,55,1021.2,No,No
0,66,1017.9,No,No
0,74,1013.8,No,No
0,78,1009.2,No,No
0.8,49,1014.4,No,Yes
3.4,57,1009.7,Yes,Yes
8.2,80,1008.8,Yes,Yes
3.8,62,1012.3,Yes,No
0.6,58,1016,No,No
0,59,1024,No,No
0,66,1023.1,No,No
0,66,1017.2,No,Yes
4.6,96,1012.5,Yes,Yes
2,81,1009.2,Yes,Yes
1.4,74,1015,Yes,No
0,65,1011.6,No,No
0.2,86,1006.8,No,Yes
2.4,56,1015.9,Yes,No
0,60,1010,No,Yes
1.4,74,1017.4,Yes,No
0.2,65,1020,No,No
0,69,1015.4,No,No
0,64,1013,No,No
0,78,1010.8,No,No
0.6,60,1018.7,No,No
0.8,69,1024.7,No,Yes
1.2,61,1019.6,Yes,No
1,63,1012.9,No,Yes
2.6,51,1020.8,Yes,Yes
1.4,59,1015.8,Yes,Yes
2.2,79,1009.5,Yes,No
0.6,55,1015,No,No
1,55,1013.2,No,No
1,54,1018.8,No,No
0,55,1017.2,No,Yes
1.6,62,1011.5,Yes,Yes
3,58,1020.9,Yes,No
0.4,61,1020,No,No
1,66,1023.7,No,No
0.2,57,1023.7,No,No
0.4,53,1026.2,No,No
0.8,55,1024.1,No,No
0,67,1019.6,No,No
0,66,1018.3,No,No
0.4,66,1018.6,No,No
0,72,1014.5,No,No
0.2,66,1015,No,No
0.4,60,1012.5,No,No
0,58,1010.3,No,No
0,52,1018.2,No,No
0,56,1016.9,No,No
0,56,1013.4,No,No
0,62,1008.3,No,No
1,64,1016.9,No,No
0,57,1021.8,No,No
0.2,64,1021.4,No,No
NA,49,1015.4,NA,No
0,49,1010.2,No,No
0,65,1012,No,No
0,68,1014.5,No,No
0,58,1019.3,No,No
0,63,1019.8,No,No
0,56,1016.4,No,No
0.4,50,1008.1,No,No
0.4,55,1010.1,No,No
0,39,1011.6,No,No
0,64,1014.5,No,No
0,52,1019.4,No,No
0,55,1017.1,No,No
0,62,1017.9,No,No
0,51,1020.8,No,No
0,53,1018.7,No,No
0,35,1011.8,No,No
0.8,63,1008.6,No,No
0.4,70,1011.3,No,Yes
2,63,1018.1,Yes,No
0.2,56,1019.9,No,No
0.6,47,1019.5,No,No
0.6,45,1017.1,No,No
0,31,1017.3,No,No
0,73,1014.3,No,No
0,82,1014.7,No,Yes
1.4,66,1021.5,Yes,No
0,59,1022.7,No,No
0,65,1018.6,No,No
0,61,1019.8,No,No
NA,53,1025.2,NA,No
0,66,1017.8,No,No
0,61,1008.3,No,Yes
1.6,51,1015.8,Yes,No
0,52,1023.1,No,No
0.4,53,1020.2,No,No
0,60,1018.1,No,No
0,68,1014.2,No,No
0,57,1018.2,No,No
0,56,1016.2,No,No
0,53,1014.3,No,Yes
3.2,56,1016.7,Yes,No
0,53,1022,No,No
0,56,1011.5,No,No
0,64,1011.7,No,No
0.2,91,1010.2,No,Yes
3.6,55,1008.9,Yes,No
0,54,1019.8,No,No
0,63,1015.9,No,No
0,62,1019.5,No,No
0,55,1024.2,No,No
0,53,1026.3,No,No
0,56,1026.9,No,No
0,58,1023.7,No,No
0,57,1021.3,No,No
0.4,56,1020.4,No,Yes
2.8,75,1020.2,Yes,Yes
NA,57,1019.4,NA,No
0,56,1016,No,No
0,68,1011,No,Yes
2.6,88,1013.1,Yes,Yes
12.6,69,1006.7,Yes,Yes
4,63,1009.1,Yes,Yes
1.2,70,1005.2,Yes,Yes
8.2,67,1004.1,Yes,Yes
2.8,55,1016,Yes,No
NA,75,1015.3,NA,Yes
1.4,50,1028.2,Yes,No
0,58,1031.4,No,No
0,43,1025.7,No,No
0,74,1028.5,No,No
0,50,1027.6,No,No
0.2,48,1021.2,No,No
0,60,1020.6,No,No
1,66,1022.1,No,No
0,63,1016.4,No,No
0.8,95,1016.8,No,Yes
1.6,66,1026.9,Yes,No
0,53,1024.3,No,No
0,51,1019.6,No,No
0,61,1020.6,No,Yes
2,70,1026.1,Yes,No
0,52,1026.2,No,No
0,55,1021.2,No,Yes
1.4,73,1013.6,Yes,Yes
7.2,79,1015.7,Yes,Yes
24,81,1005.2,Yes,Yes
16,100,1006.6,Yes,Yes
22,89,1011.8,Yes,Yes
15.4,76,1015.1,Yes,Yes
1.4,71,1014.3,Yes,Yes
6.2,59,1028.1,Yes,No
0,59,1032.4,No,No
0.2,70,1025.7,No,Yes
3,75,1026.9,Yes,No
0,47,1027.6,No,No
0,43,1027.3,No,No
0,68,1022.7,No,No
0,69,1023.1,No,No
0,65,1026.7,No,No
0,74,1031.6,No,No
0,63,1029.6,No,No
0,60,1028.8,No,No
0,42,1027.7,No,No
0,41,1023.2,No,No
0,41,1018.1,No,Yes
7.6,90,1011.1,Yes,Yes
8.2,61,1020.3,Yes,No
0,53,1019.5,No,No
0,96,1009.8,No,Yes
33.2,66,1018.4,Yes,Yes
1.6,72,1026.9,Yes,Yes
6.4,69,1029.5,Yes,No
0,54,1031.5,No,No
0,69,1027.2,No,Yes
1.4,73,1026.8,Yes,No
0.2,87,1029,No,Yes
1.6,70,1030.1,Yes,Yes
3,69,1032.1,Yes,No
0,53,1031.4,No,No
0.2,50,1026.5,No,No
0,33,1021.7,No,No
0,82,1010.9,No,Yes
4.2,98,1002.3,Yes,Yes
16.6,87,1012.5,Yes,Yes
8.4,89,1026.5,Yes,Yes
6.6,61,1031.7,Yes,No
0,56,1030.1,No,No
0,51,1021.8,No,No
0,76,1016.4,No,Yes
2,72,1022,Yes,No
0,96,1021,No,Yes
10.2,70,1021.8,Yes,No
0,71,1022.1,No,No
0.2,72,1025,No,Yes
2,74,1027.6,Yes,No
0,54,1027.5,No,No
0,66,1023.1,No,No
0,51,1017.8,No,Yes
5,63,1007.5,Yes,Yes
16.6,85,1010,Yes,Yes
7.8,61,1019.4,Yes,No
0,68,1019.1,No,Yes
4,72,1019,Yes,Yes
4.6,73,1023.6,Yes,No
0,71,1027,No,No
0,57,1030.2,No,No
0,54,1025.3,No,No
0,61,1018.7,No,Yes
18,75,1018.6,Yes,No
0.6,68,1023.1,No,No
1,75,1024.5,No,Yes
5,94,1023.6,Yes,Yes
5,63,1023.2,Yes,No
0,78,1019.6,No,No
0,83,1015,No,Yes
15.8,76,1012.8,Yes,No
0,90,1007.5,No,Yes
7.2,83,1002.4,Yes,Yes
37,61,1019.1,Yes,Yes
2.2,71,1028.5,Yes,No
0,66,1028.4,No,No
0,63,1024.7,No,Yes
2.8,62,1029.3,Yes,No
0,59,1033.4,No,No
0,57,1031.7,No,No
0,59,1026,No,No
0,61,1022.8,No,No
0.2,70,1024.2,No,Yes
1.2,69,1021.9,Yes,No
0.2,98,1021,No,Yes
1.6,65,1020.1,Yes,Yes
NA,81,1019.8,NA,Yes
1.2,98,1015.6,Yes,Yes
20.8,70,1025.8,Yes,No
0.4,80,1026.1,No,Yes
11.4,68,1026.2,Yes,No
0.8,71,1034.4,No,No
0,70,1033.1,No,No
0,63,1034,No,No
0,93,1033.8,No,Yes
4,64,1033.5,Yes,No
0,57,1028,No,No
0,56,1020,No,Yes
1.4,90,1022.8,Yes,Yes
3,90,1013.2,Yes,Yes
35,91,1003.4,Yes,Yes
20.8,66,1012.1,Yes,No
0,58,1013.9,No,Yes
21.8,66,1018,Yes,No
0,69,1025.1,No,Yes
2.2,85,1024.9,Yes,Yes
3.2,59,1032.3,Yes,No
0,63,1030.4,No,Yes
1.4,68,1020.2,Yes,No
0.2,76,1017,No,No
1,84,1022.3,No,Yes
14.2,77,1015.5,Yes,Yes
1.4,67,1026.6,Yes,Yes
4.4,85,1033.5,Yes,Yes
2.2,79,1035.6,Yes,Yes
4.2,64,1035.3,Yes,No
0,59,1031.9,No,No
0,65,1024.1,No,No
0,62,1014.7,No,Yes
11.4,91,1008.4,Yes,Yes
19.6,51,1020.6,Yes,Yes
10.4,74,1012.7,Yes,Yes
3.4,76,1026.3,Yes,No
0.2,70,1029.3,No,Yes
1.4,66,1025.3,Yes,No
0.4,60,1024.5,No,No
0,72,1023.5,No,No
0,70,1021.4,No,Yes
2,99,1017.3,Yes,Yes
12.8,80,1011.8,Yes,Yes
4.6,69,1009.5,Yes,Yes
21.4,89,1008.4,Yes,Yes
5,72,1008.6,Yes,Yes
15.2,83,1018.1,Yes,Yes
4.8,90,1029.5,Yes,Yes
3.2,69,1033.3,Yes,No
0.4,51,1028.6,No,No
0,51,1021.6,No,No
0,39,1020.2,No,No
0,66,1013.2,No,No
0,99,1009.9,No,Yes
20.6,49,1017,Yes,No
0.2,95,1013.9,No,Yes
17.8,62,1021.6,Yes,No
0.2,63,1027.9,No,No
0,57,1025.8,No,No
0,63,1014.7,No,Yes
6.6,75,1017.2,Yes,No
0.8,65,1027.4,No,No
0,62,1029.6,No,No
NA,28,1017.6,NA,No
0,58,1007.9,No,Yes
10.6,81,1011.1,Yes,Yes
13.6,87,1011.7,Yes,Yes
10.4,61,1021.8,Yes,Yes
NA,78,1028.7,NA,No
0.2,65,1029.7,No,No
0,63,1026.6,No,No
0,65,1021,No,Yes
5.6,63,1027,Yes,No
0,58,1031.4,No,No
0.2,70,1031.8,No,No
0,46,1029.6,No,No
0.2,28,1025.3,No,No
0,46,1017.4,No,No
0,63,1020.4,No,No
0,74,1025.4,No,Yes
3.6,67,1028.1,Yes,No
0,76,1018.5,No,No
0,54,1015.7,No,No
0,65,1020.8,No,No
0,24,1020.2,No,No
0,74,1016.3,No,Yes
2,64,1019.7,Yes,No
0,53,1015.5,No,Yes
9.6,71,1013.2,Yes,Yes
7.8,60,1029.7,Yes,No
0.2,35,1026.5,No,No
0,62,1023.4,No,No
0,79,1024.1,No,No
0,73,1024.5,No,No
0,71,1026.2,No,No
0,74,1020.4,No,No
0,71,1013.3,No,Yes
1.4,45,1011.9,Yes,Yes
9.4,60,1020.3,Yes,No
0.4,62,1021.8,No,No
0,63,1020.5,No,No
0,96,1014.1,No,Yes
15,59,1021.5,Yes,No
NA,69,1020.2,NA,No
0,81,1014.1,No,No
0.2,98,1011.3,No,Yes
4.8,92,1021.1,Yes,Yes
2,75,1024.4,Yes,No
0,79,1022.7,No,No
0.4,78,1018.5,No,No
0.2,80,1017.6,No,No
0.4,73,1016.6,No,No
0,87,1012.7,No,Yes
22.2,72,1015.7,Yes,No
0,70,1015.6,No,No
NA,62,1018.7,NA,No
0,58,1014.4,No,No
0,62,1006.6,No,No
0,81,1010.2,No,No
0,70,1014.5,No,No
0,77,1019.1,No,Yes
10.6,72,1024,Yes,No
0,70,1019.8,No,No
0,78,1018,No,No
0,70,1022.3,No,No
0,70,1023.1,No,No
0,71,1014.1,No,No
0.8,65,1012.5,No,No
0,65,1014,No,No
0,71,1001.3,No,Yes
4.6,52,1010.9,Yes,Yes
6.6,57,1020.7,Yes,No
1,54,1029,No,No
0,60,1025.9,No,No
0,66,1019.9,No,No
0,76,1014.1,No,No
0.8,71,1017.2,No,No
0.2,61,1018.7,No,Yes
2,71,1022,Yes,No
0.6,77,1016.7,No,No
0.2,64,1018.1,No,No
0,65,1017.3,No,No
0.2,52,1020.3,No,No
0,54,1024.8,No,No
0,53,1019.9,No,No
0,78,1008.5,No,No
0.4,58,1013.2,No,Yes
1.6,70,1012.4,Yes,Yes
40.8,81,1008.6,Yes,Yes
2,59,1015.3,Yes,No
0,70,1018.7,No,No
0.2,59,1020.5,No,No
0,62,1022.8,No,No
0,56,1021.2,No,No
NA,56,1014.7,NA,No
0.4,53,1015.5,No,No
0,61,1014.2,No,No
0,63,1015.1,No,No
0,61,1017.8,No,No
0,64,1009.3,No,Yes
1.6,68,1013.9,Yes,Yes
1.6,50,1018.6,Yes,No
0,53,1014.4,No,No
0,57,1017,No,No
0,62,1011.1,No,No
0,57,1010.5,No,No
0,50,1019.9,No,No
0,55,1019.9,No,No
0,58,1017.1,No,No
0,72,1016.5,No,No
0,72,1011.4,No,Yes
1.6,69,1015.3,Yes,No
0.4,47,1020.1,No,No
NA,59,1015.9,NA,No
0,76,1017.9,No,No
0,57,1013.8,No,No
0,75,1016.2,No,No
0.2,60,1019.4,No,No
NA,60,1015.5,NA,No
0,54,1013.4,No,No
0.2,60,1011.6,No,No
0,64,1011.2,No,Yes
4.2,59,1013.5,Yes,No
0,54,1026.1,No,No
0,47,1028,No,No
0,32,1022.1,No,No
0,61,1014.6,No,No
0.6,99,1012,No,Yes
23.2,94,1007.6,Yes,Yes
35.6,100,1006.8,Yes,Yes
10.8,100,1010.4,Yes,Yes
11,66,1016.5,Yes,No
0,62,1019.6,No,No
0,70,1019.3,No,No
0,62,1019.5,No,No
0,77,1015.9,No,No
0.2,72,1015.8,No,No
0,65,1020.1,No,No
NA,61,1017.9,NA,No
0.8,62,1009.6,No,Yes
2.8,87,1001.9,Yes,Yes
6.2,53,1009.8,Yes,No
0,61,1018.8,No,No
0,59,1023.8,No,No
0,52,1021.3,No,No
0,46,1014.8,No,No
0,69,1019,No,No
0,67,1020.1,No,No
0,15,1017.1,No,No
0,83,1016.6,No,No
0,71,1018.6,No,No
0,69,1015.4,No,No
0,75,1018.5,No,No
0,62,1024.6,No,No
0,58,1025.3,No,No
0,55,1025.8,No,No
0,54,1020.8,No,No
0,77,1014,No,No
0,89,1020.8,No,Yes
1.8,57,1023,Yes,No
0,60,1016.5,No,No
0,58,1010,No,Yes
10.2,100,1010.8,Yes,Yes
15.4,97,1013.9,Yes,Yes
7.8,55,1019.9,Yes,No
0,56,1023.4,No,No
0,59,1023.5,No,No
0,58,1013.8,No,No
0,66,1013.1,No,No
0,100,1012.9,No,Yes
7.4,48,1020.7,Yes,No
0,64,1022,No,No
0,83,1018.3,No,No
0.4,83,1019.6,No,Yes
3.8,80,1021.6,Yes,No
0.4,77,1023.2,No,Yes
1.2,54,1022.9,Yes,No
0,65,1017.4,No,No
0,60,1014.5,No,No
0,72,1011.6,No,No
0.4,84,1018.9,No,No
1,79,1019.7,No,Yes
1.8,100,1021.2,Yes,No
0.4,62,1017.6,No,No
0,70,1006.5,No,Yes
3,70,1012.3,Yes,No
NA,63,1019.4,NA,No
0,63,1015.3,No,No
0,68,1017.1,No,No
0,72,1012.8,No,No
0,83,1017.3,No,Yes
8.4,73,1022.7,Yes,No
1,73,1027,No,No
0,78,1026.3,No,No
0,98,1023.5,No,Yes
3.6,70,1023,Yes,No
0.6,63,1025.8,No,No
0,65,1026.5,No,No
0,60,1022.7,No,No
0,70,1013.8,No,Yes
4.8,63,1016.7,Yes,No
0,68,1024.7,No,No
0.2,71,1021.7,No,No
0,98,1015.8,No,Yes
1.8,53,1026.2,Yes,No
0,55,1030.7,No,No
0,63,1027.8,No,No
0,66,1023.1,No,No
0,70,1024,No,No
0,67,1027,No,Yes
1.6,100,1023.9,Yes,Yes
38.2,91,1020.5,Yes,Yes
NA,65,1021.4,NA,Yes
3.6,74,1028.4,Yes,No
0,68,1020.3,No,Yes
1.6,66,1013.6,Yes,Yes
2.2,100,1014,Yes,Yes
3.4,71,1015.1,Yes,No
0,63,1024.1,No,Yes
1.4,71,1030.7,Yes,No
0,66,1030.4,No,No
0,45,1021.5,No,No
0,70,1011.2,No,Yes
8.4,72,1011.1,Yes,Yes
13.8,61,1005.9,Yes,Yes
8.6,88,1015.3,Yes,Yes
6,60,1007.5,Yes,Yes
8.6,99,1009.3,Yes,Yes
14,78,1018.8,Yes,No
0.6,69,1021.4,No,No
0.4,70,1018.5,No,Yes
1.2,65,1020.5,Yes,No
0,73,1014.4,No,Yes
5,62,1015.1,Yes,No
0,65,1009.7,No,Yes
21.2,67,1004.4,Yes,Yes
2.2,66,1018.4,Yes,No
0.4,68,1022.5,No,No
0.2,63,1026.8,No,No
0.2,59,1023.4,No,No
0.2,72,1014.6,No,No
0,70,1011.7,No,Yes
6.8,67,1014.8,Yes,No
0.2,58,1011.1,No,Yes
4.4,54,1019.6,Yes,Yes
3,59,1018.3,Yes,No
0.2,70,1021.8,No,No
0,75,1020,No,No
0.2,60,1011.2,No,Yes
27.4,60,989,Yes,Yes
19.6,86,1011.2,Yes,Yes
7.4,66,1016,Yes,Yes
7.8,69,1001.6,Yes,Yes
7.6,93,1008.7,Yes,Yes
14.8,53,1014,Yes,No
0.6,58,1021.3,No,Yes
16.8,68,1010.9,Yes,Yes
2.6,80,1019.2,Yes,No
0,54,1020.2,No,No
0,61,1020.9,No,No
0,57,1024.2,No,No
NA,61,1012.1,NA,Yes
NA,56,1016.2,NA,No
0.2,62,1008.7,No,Yes
6.8,93,1008.4,Yes,Yes
4.4,64,1023.2,Yes,No
0.4,93,1023.1,No,Yes
14.2,84,1027.4,Yes,No
0,65,1025,No,No
0,60,1016.8,No,Yes
NA,91,1025.3,NA,Yes
11.2,90,1022.4,Yes,Yes
9.4,71,1022.9,Yes,Yes
4.6,73,1024.8,Yes,No
0,67,1020.5,No,No
0,99,1006.5,No,Yes
8.4,100,1007.1,Yes,Yes
9,73,1014,Yes,Yes
7,96,1013.3,Yes,Yes
11.4,72,1019.5,Yes,No
0,78,1018.2,No,Yes
19.8,64,1017.7,Yes,Yes
1.4,75,1022,Yes,No
0.6,76,1016.8,No,No
0.2,83,1008.9,No,Yes
20.4,67,1014.9,Yes,No
0.4,79,1024.7,No,No
0,82,1026.5,No,No
0,65,1024.7,No,Yes
10.8,80,1024.8,Yes,Yes
5.2,77,1032.1,Yes,No
0,64,1028.9,No,No
0.2,56,1024.1,No,No
0,63,1016.1,No,Yes
10.6,86,1003.1,Yes,Yes
20.6,99,1004.1,Yes,Yes
7.6,68,1009.3,Yes,Yes
NA,72,1029.5,NA,No
0.4,54,1029.7,No,No
0,64,1014.1,No,Yes
6.4,98,1013.8,Yes,Yes
18.4,87,1007.1,Yes,Yes
14.8,77,1005.1,Yes,Yes
